품목코드,ITEM CODE,Color/Category,품목명[규격],재고수량,단종여부,도매주문단위,주문제표시,품번,한글명,소요량,재고상태,재고상황,재고상태,카테고리,순서,,상품명,색상번호,색상명,재고,,
02104036,1115.0011,lilac/fuchsia/brown,Footprints/0011,8,24 SS,2,,1115,풋프린츠,4,2.00 ,양호,🟢,2,5,,풋프린츠,1115.0011,lilac/fuchsia/brown,🟢,,1115.0011
02104037,1115.0012,pink/dark green/rose,Footprints/0012,6,24 SS,2,,1115,풋프린츠,4,1.50 ,양호,🟢,2,5,,풋프린츠,1115.0012,pink/dark green/rose,🟢,,1115.0012
02205029,1115.0013,green,Footprints/0013,13,25 SS,2,,1115,풋프린츠,4,3.25 ,여유,🔵,2,5,,풋프린츠,1115.0013,green,🔵,,1115.0013
02205030,1115.0014,blue/wine/rose,Footprints/0014,13,25 SS,2,,1115,풋프린츠,4,3.25 ,여유,🔵,2,5,,풋프린츠,1115.0014,blue/wine/rose,🔵,,1115.0014
02205031,1115.0015,orange/lilac/green,Footprints/0015,12,25 SS,2,,1115,풋프린츠,4,3.00 ,여유,🔵,2,5,,풋프린츠,1115.0015,orange/lilac/green,🔵,,1115.0015
02205032,1115.0016,yellow/fire/lilac,Footprints/0016,9,25 SS,2,,1115,풋프린츠,4,2.25 ,여유,🔵,2,5,,풋프린츠,1115.0016,yellow/fire/lilac,🔵,,1115.0016
02066122,1115.0017,berry/green/blue,Footprints/0017,10,26 SS,2,,1115,풋프린츠,4,2.50 ,여유,🔵,2,5,,풋프린츠,1115.0017(신상),berry/green/blue,🔵,(신상),1115.0017
02066123,1115.0018,lilac/berry/blue,Footprints/0018,10,26 SS,2,,1115,풋프린츠,4,2.50 ,여유,🔵,2,5,,풋프린츠,1115.0018(신상),lilac/berry/blue,🔵,(신상),1115.0018
02066124,1115.0019,blue/beige/jeans,Footprints/0019,0,26 SS,2,,1115,풋프린츠,4,0.00 ,품절,❌,2,5,,풋프린츠,1115.0019(신상),blue/beige/jeans,❌,(신상),1115.0019
02066125,1115.0020,orange/pink/berry,Footprints/0020,10,26 SS,2,,1115,풋프린츠,4,2.50 ,여유,🔵,2,5,,풋프린츠,1115.0020(신상),orange/pink/berry,🔵,(신상),1115.0020
02066126,1115.0021,bordeaux/grey/lavender,Footprints/0021,9,26 SS,2,,1115,풋프린츠,4,2.25 ,여유,🔵,2,5,,풋프린츠,1115.0021(신상),bordeaux/grey/lavender,🔵,(신상),1115.0021
00002205,959.0004,black,Norma/0004,18,,,,959,노르마,11,1.64 ,양호,🟢,2,6,,노르마,959.0004,black,🟢,,959.0004
02104100,959.0006,royal,Norma/0006,9,24 SS,,,959,노르마,11,0.82 ,낱볼,🔴,2,6,,노르마,959.0006,royal,🔴,,959.0006
00002204,959.0007,light blue,Norma/0007,6,,,,959,노르마,11,0.55 ,낱볼,🔴,2,6,,노르마,959.0007,light blue,🔴,,959.0007
00002202,959.0009,rose,Norma/0009,24,,,,959,노르마,11,2.18 ,여유,🔵,2,6,,노르마,959.0009,rose,🔵,,959.0009
01251097,959.0010,blue,Norma/0010,10,,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0010,blue,🟢,,959.0010
08175009,959.0011,bronze,Norma/0011,20,2526 FW,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0011,bronze,🟢,,959.0011
02111014,959.0015,brown-orange,Norma/0015,18,,,,959,노르마,11,1.64 ,양호,🟢,2,6,,노르마,959.0015,brown-orange,🟢,,959.0015
02111016,959.0017,green,Norma/0017,20,,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0017,green,🟢,,959.0017
03173021,959.0018,dark green,Norma/0018,16,,,,959,노르마,11,1.45 ,양호,🟢,2,6,,노르마,959.0018,dark green,🟢,,959.0018
02104101,959.0019,flamingo,Norma/0019,20,24 SS,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0019,flamingo,🟢,,959.0019
03173022,959.0021,turquoise,Norma/0021,20,,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0021,turquoise,🟢,,959.0021
02111017,959.0022,sand,Norma/0022,13,,,,959,노르마,11,1.18 ,양호,🟢,2,6,,노르마,959.0022,sand,🟢,,959.0022
00002206,959.0023,silver,Norma/0023,16,,,,959,노르마,11,1.45 ,양호,🟢,2,6,,노르마,959.0023,silver,🟢,,959.0023
00002595,959.0025,navy,Norma/0025,26,,,,959,노르마,11,2.36 ,여유,🔵,2,6,,노르마,959.0025,navy,🔵,,959.0025
02111018,959.0026,beige,Norma/0026,20,,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0026,beige,🟢,,959.0026
02032038,959.0027,melon,Norma/0027,30,생산종료,,,959,노르마,11,2.73 ,여유,🔵,2,6,,노르마,959.0027,melon,🔵,,959.0027
00002209,959.0034,dark jeans,Norma/0034,10,,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0034,dark jeans,🟢,,959.0034
02111019,959.0046,middle lilac,Norma/0046,29,,,,959,노르마,11,2.64 ,여유,🔵,2,6,,노르마,959.0046,middle lilac,🔵,,959.0046
02104102,959.0047,lilac,Norma/0047,20,24 SS,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0047,lilac,🟢,,959.0047
00002208,959.0048,dusky pink,Norma/0048,7,,,,959,노르마,11,0.64 ,낱볼,🔴,2,6,,노르마,959.0048,dusky pink,🔴,,959.0048
01251098,959.0050,mustard yellow,Norma/0050,29,,,,959,노르마,11,2.64 ,여유,🔵,2,6,,노르마,959.0050,mustard yellow,🔵,,959.0050
02111020,959.0060,red,Norma/0060,20,,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0060,red,🟢,,959.0060
00002199,959.0061,orange,Norma/0061,28,,,,959,노르마,11,2.55 ,여유,🔵,2,6,,노르마,959.0061,orange,🔵,,959.0061
00002597,959.0063,dark red,Norma/0063,0,,,,959,노르마,11,0.00 ,품절,❌,2,6,,노르마,959.0063,dark red,❌,,959.0063
02032040,959.0066,fuchsia,Norma/0066,20,,,,959,노르마,11,1.82 ,양호,🟢,2,6,,노르마,959.0066,fuchsia,🟢,,959.0066
00002596,959.0067,wood,Norma/0067,10,,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0067,wood,🟢,,959.0067
00002200,959.0072,aqua,Norma/0072,29,,,,959,노르마,11,2.64 ,여유,🔵,2,6,,노르마,959.0072,aqua,🔵,,959.0072
02205011,959.0078,light turquoise,Norma/0078,10,25 SS,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0078,light turquoise,🟢,,959.0078
02104103,959.0079,turquoise,Norma/0079,10,24 SS,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0079,turquoise,🟢,,959.0079
00182,959.0080,eggplant,Norma/0080,7,생산종료,,,959,노르마,11,0.64 ,낱볼,🔴,2,6,,노르마,959.0080,eggplant,🔴,,959.0080
02104104,959.0085,pink,Norma/0085,10,24 SS,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0085,pink,🟢,,959.0085
06040001,959.0087,rosewood,Norma/0087,14,생산종료,,,959,노르마,11,1.27 ,양호,🟢,2,6,,노르마,959.0087,rosewood,🟢,,959.0087
00154,959.0092,sage,Norma/0092,39,,,,959,노르마,11,3.55 ,여유,🔵,2,6,,노르마,959.0092,sage,🔵,,959.0092
00155,959.0093,ivy,Norma/0093,27,,,,959,노르마,11,2.45 ,여유,🔵,2,6,,노르마,959.0093,ivy,🔵,,959.0093
00002198,959.0094,offwhite,Norma/0094,3,,,,959,노르마,11,0.27 ,낱볼,🔴,2,6,,노르마,959.0094,offwhite,🔴,,959.0094
00002197,959.0097,olive,Norma/0097,17,,,,959,노르마,11,1.55 ,양호,🟢,2,6,,노르마,959.0097,olive,🟢,,959.0097
08175010,959.0098,dark olive,Norma/0098,0,2526 FW,,,959,노르마,11,0.00 ,품절,❌,2,6,,노르마,959.0098,dark olive,❌,,959.0098
00002603,959.0113,gold yellow,Norma/0113,28,,,,959,노르마,11,2.55 ,여유,🔵,2,6,,노르마,959.0113,gold yellow,🔵,,959.0113
02205012,959.0117,grassgreen,Norma/0117,10,25 SS,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0117,grassgreen,🟢,,959.0117
02104105,959.0160,hot red,Norma/0160,10,24 SS,,,959,노르마,11,0.91 ,양호,🟢,2,6,,노르마,959.0160,hot red,🟢,,959.0160
02205013,959.0161,tomato,Norma/0161,40,25 SS,,,959,노르마,11,3.64 ,여유,🔵,2,6,,노르마,959.0161,tomato,🔵,,959.0161
03173023,959.0168,dark brown,Norma/0168,19,,,,959,노르마,11,1.73 ,양호,🟢,2,6,,노르마,959.0168,dark brown,🟢,,959.0168
01251099,959.0187,brick,Norma/0187,18,,,,959,노르마,11,1.64 ,양호,🟢,2,6,,노르마,959.0187,brick,🟢,,959.0187
12250002,959.0188,dark petrol,Norma/0188,9,,,,959,노르마,11,0.82 ,낱볼,🔴,2,6,,노르마,959.0188,dark petrol,🔴,,959.0188
08175011,959.0268,espresso,Norma/0268,0,2526 FW,,,959,노르마,11,0.00 ,품절,❌,2,6,,노르마,959.0268,espresso,❌,,959.0268
03173024,959.0288,petrol,Norma/0288,8,,,,959,노르마,11,0.73 ,낱볼,🔴,2,6,,노르마,959.0288,petrol,🔴,,959.0288
08175012,959.0388,ocean,Norma/0388,0,2526 FW,,,959,노르마,11,0.00 ,품절,❌,2,6,,노르마,959.0388,ocean,❌,,959.0388
00000001,112.0001,white,BabyCotton/0001,-10,,,,112,베이비 코튼,10,(1.00),품절,❌,2,7,,베이비 코튼,112.0001,white,❌,,112.0001
00000003,112.0004,black,BabyCotton/0004,10,,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0004,black,🟢,,112.0004
00000004,112.0006,blue,BabyCotton/0006,20,,,,112,베이비 코튼,10,2.00 ,양호,🟢,2,7,,베이비 코튼,112.0006,blue,🟢,,112.0006
00000005,112.0007,lilac,BabyCotton/0007,10,,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0007,lilac,🟢,,112.0007
00000008,112.0013,lemon,BabyCotton/0013,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0013,lemon,❌,,112.0013
00000009,112.0014,yellow,BabyCotton/0014,29,,,,112,베이비 코튼,10,2.90 ,여유,🔵,2,7,,베이비 코튼,112.0014,yellow,🔵,,112.0014
00000011,112.0016,light green,BabyCotton/0016,12,,,,112,베이비 코튼,10,1.20 ,양호,🟢,2,7,,베이비 코튼,112.0016,light green,🟢,,112.0016
00000012,112.0017,apple,BabyCotton/0017,15,,,,112,베이비 코튼,10,1.50 ,양호,🟢,2,7,,베이비 코튼,112.0017,apple,🟢,,112.0017
00000014,112.0019,pink,BabyCotton/0019,1,,,,112,베이비 코튼,10,0.10 ,낱볼,🔴,2,7,,베이비 코튼,112.0019,pink,🔴,,112.0019
00000015,112.0020,light blue,BabyCotton/0020,-1,,,,112,베이비 코튼,10,(0.10),품절,❌,2,7,,베이비 코튼,112.0020,light blue,❌,,112.0020
01251005,112.0021,sky blue,BabyCotton/0021,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0021,sky blue,❌,,112.0021
00000016,112.0024,light grey,BabyCotton/0024,20,,,,112,베이비 코튼,10,2.00 ,양호,🟢,2,7,,베이비 코튼,112.0024,light grey,🟢,,112.0024
00000017,112.0025,blue marine,BabyCotton/0025,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0025,blue marine,❌,,112.0025
00000020,112.0028,coral,BabyCotton/0028,16,,,,112,베이비 코튼,10,1.60 ,양호,🟢,2,7,,베이비 코튼,112.0028,coral,🟢,,112.0028
00000021,112.0029,melon,BabyCotton/0029,14,,,,112,베이비 코튼,10,1.40 ,양호,🟢,2,7,,베이비 코튼,112.0029,melon,🟢,,112.0029
00001986,112.0033,light jeans,BabyCotton/0033,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0033,light jeans,❌,,112.0033
00001745,112.0035,blue marine,BabyCotton/0035,23,,,,112,베이비 코튼,10,2.30 ,여유,🔵,2,7,,베이비 코튼,112.0035,blue marine,🔵,,112.0035
02104022,112.0044,lime,BabyCotton/0044,19,24 SS,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0044,lime,🟢,,112.0044
02066164,112.0045,mauve,BabyCotton/0045,10,26 SS,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0045(신상),mauve,🟢,(신상),112.0045
00000023,112.0048,dusky pink,BabyCotton/0048,28,,,,112,베이비 코튼,10,2.80 ,여유,🔵,2,7,,베이비 코튼,112.0048,dusky pink,🔵,,112.0048
02032002,112.0050,old gold,BabyCotton/0050,28,,,,112,베이비 코튼,10,2.80 ,여유,🔵,2,7,,베이비 코튼,112.0050,old gold,🔵,,112.0050
00000024,112.0058,light mint,BabyCotton/0058,19,,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0058,light mint,🟢,,112.0058
00000025,112.0059,orange,BabyCotton/0059,15,,,,112,베이비 코튼,10,1.50 ,양호,🟢,2,7,,베이비 코튼,112.0059,orange,🟢,,112.0059
00000026,112.0060,red,BabyCotton/0060,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0060,red,❌,,112.0060
00000027,112.0061,dark red,BabyCotton/0061,18,,,,112,베이비 코튼,10,1.80 ,양호,🟢,2,7,,베이비 코튼,112.0061,dark red,🟢,,112.0061
00000029,112.0065,fuchsia,BabyCotton/0065,20,,,,112,베이비 코튼,10,2.00 ,양호,🟢,2,7,,베이비 코튼,112.0065,fuchsia,🟢,,112.0065
00000032,112.0070,dark grey,BabyCotton/0070,19,,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0070,dark grey,🟢,,112.0070
00000033,112.0072,emerald,BabyCotton/0072,27,,,,112,베이비 코튼,10,2.70 ,여유,🔵,2,7,,베이비 코튼,112.0072,emerald,🔵,,112.0072
02066165,112.0073,jade,BabyCotton/0073,10,26 SS,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0073(신상),jade,🟢,(신상),112.0073
00000035,112.0075,peach,BabyCotton/0075,20,,,,112,베이비 코튼,10,2.00 ,양호,🟢,2,7,,베이비 코튼,112.0075,peach,🟢,,112.0075
00000036,112.0078,dark turquoise,BabyCotton/0078,27,,,,112,베이비 코튼,10,2.70 ,여유,🔵,2,7,,베이비 코튼,112.0078,dark turquoise,🔵,,112.0078
00000037,112.0079,turquoise,BabyCotton/0079,29,,,,112,베이비 코튼,10,2.90 ,여유,🔵,2,7,,베이비 코튼,112.0079,turquoise,🔵,,112.0079
00000038,112.0080,lilac,BabyCotton/0080,13,,,,112,베이비 코튼,10,1.30 ,양호,🟢,2,7,,베이비 코튼,112.0080,lilac,🟢,,112.0080
00002226,112.0088,petrol,BabyCotton/0088,18,,,,112,베이비 코튼,10,1.80 ,양호,🟢,2,7,,베이비 코튼,112.0088,petrol,🟢,,112.0088
02032003,112.0091,pastel green,BabyCotton/0091,23,,,,112,베이비 코튼,10,2.30 ,여유,🔵,2,7,,베이비 코튼,112.0091,pastel green,🔵,,112.0091
00000041,112.0094,offwhite,BabyCotton/0094,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0094,offwhite,❌,,112.0094
00000042,112.0096,sand,BabyCotton/0096,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0096,sand,❌,,112.0096
02066166,112.0097,light olive,BabyCotton/0097,10,26 SS,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0097(신상),light olive,🟢,(신상),112.0097
02104023,112.0098,olive,BabyCotton/0098,12,24 SS,,,112,베이비 코튼,10,1.20 ,양호,🟢,2,7,,베이비 코튼,112.0098,olive,🟢,,112.0098
00001850,112.0099,mud,BabyCotton/0099,1,,,,112,베이비 코튼,10,0.10 ,낱볼,🔴,2,7,,베이비 코튼,112.0099,mud,🔴,,112.0099
00002577,112.0106,dark blue,BabyCotton/0106,27,,,,112,베이비 코튼,10,2.70 ,여유,🔵,2,7,,베이비 코튼,112.0106,dark blue,🔵,,112.0106
00000043,112.0109,light rose,BabyCotton/0109,23,,,,112,베이비 코튼,10,2.30 ,여유,🔵,2,7,,베이비 코튼,112.0109,light rose,🔵,,112.0109
02050004,112.0111,cognac,BabyCotton/0111,18,,,,112,베이비 코튼,10,1.80 ,양호,🟢,2,7,,베이비 코튼,112.0111,cognac,🟢,,112.0111
03173013,112.0114,sun yellow,BabyCotton/0114,26,,,,112,베이비 코튼,10,2.60 ,여유,🔵,2,7,,베이비 코튼,112.0114,sun yellow,🔵,,112.0114
02104024,112.0115,nougat,BabyCotton/0115,19,24 SS,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0115,nougat,🟢,,112.0115
00000044,112.0116,light green,BabyCotton/0116,28,,,,112,베이비 코튼,10,2.80 ,여유,🔵,2,7,,베이비 코튼,112.0116,light green,🔵,,112.0116
00002572,112.0117,green,BabyCotton/0117,27,,,,112,베이비 코튼,10,2.70 ,여유,🔵,2,7,,베이비 코튼,112.0117,green,🔵,,112.0117
02050005,112.0118,sage,BabyCotton/0118,28,,,,112,베이비 코튼,10,2.80 ,여유,🔵,2,7,,베이비 코튼,112.0118,sage,🔵,,112.0118
02032004,112.0119,faint rose,BabyCotton/0119,24,,,,112,베이비 코튼,10,2.40 ,여유,🔵,2,7,,베이비 코튼,112.0119,faint rose,🔵,,112.0119
00002227,112.0126,beige,BabyCotton/0126,10,,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0126,beige,🟢,,112.0126
02032005,112.0127,apricot,BabyCotton/0127,6,생산종료,,,112,베이비 코튼,10,0.60 ,낱볼,🔴,2,7,,베이비 코튼,112.0127,apricot,🔴,,112.0127
00000046,112.0146,lilac,BabyCotton/0146,35,,,,112,베이비 코튼,10,3.50 ,여유,🔵,2,7,,베이비 코튼,112.0146,lilac,🔵,,112.0146
00001987,112.0148,light dusky pink,BabyCotton/0148,0,,,,112,베이비 코튼,10,0.00 ,품절,❌,2,7,,베이비 코튼,112.0148,light dusky pink,❌,,112.0148
02050006,112.0158,mint,BabyCotton/0158,17,,,,112,베이비 코튼,10,1.70 ,양호,🟢,2,7,,베이비 코튼,112.0158,mint,🟢,,112.0158
03173014,112.0168,dark brown,BabyCotton/0168,17,,,,112,베이비 코튼,10,1.70 ,양호,🟢,2,7,,베이비 코튼,112.0168,dark brown,🟢,,112.0168
01251006,112.0174,malachite,BabyCotton/0174,27,생산종료,,,112,베이비 코튼,10,2.70 ,여유,🔵,2,7,,베이비 코튼,112.0174,malachite,🔵,,112.0174
00000048,112.0178,turquoise,BabyCotton/0178,16,,,,112,베이비 코튼,10,1.60 ,양호,🟢,2,7,,베이비 코튼,112.0178,turquoise,🟢,,112.0178
02066167,112.0198,dark olive,BabyCotton/0198,10,26 SS,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0198(신상),dark olive,🟢,(신상),112.0198
04160015,112.0209,dark rose,BabyCotton/0209,8,,,,112,베이비 코튼,10,0.80 ,낱볼,🔴,2,7,,베이비 코튼,112.0209,dark rose,🔴,,112.0209
02104025,112.0214,lemon yellow,BabyCotton/0214,19,24 SS,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0214,lemon yellow,🟢,,112.0214
01251007,112.0216,apple green,BabyCotton/0216,38,,,,112,베이비 코튼,10,3.80 ,여유,🔵,2,7,,베이비 코튼,112.0216,apple green,🔵,,112.0216
02104026,112.0218,dark green,BabyCotton/0218,20,24 SS,,,112,베이비 코튼,10,2.00 ,양호,🟢,2,7,,베이비 코튼,112.0218,dark green,🟢,,112.0218
02032006,112.0226,chocolate cream,BabyCotton/0226,8,,,,112,베이비 코튼,10,0.80 ,낱볼,🔴,2,7,,베이비 코튼,112.0226,chocolate cream,🔴,,112.0226
02066168,112.0228,dark coral,BabyCotton/0228,10,26 SS,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0228(신상),dark coral,🟢,(신상),112.0228
06141021,112.0246,dark lilac,BabyCotton/0246,25,,,,112,베이비 코튼,10,2.50 ,여유,🔵,2,7,,베이비 코튼,112.0246,dark lilac,🔵,,112.0246
00001983,112.0248,dark dusky pink,BabyCotton/0248,19,,,,112,베이비 코튼,10,1.90 ,양호,🟢,2,7,,베이비 코튼,112.0248,dark dusky pink,🟢,,112.0248
02111003,112.0258,pale green,BabyCotton/0258,7,,,,112,베이비 코튼,10,0.70 ,낱볼,🔴,2,7,,베이비 코튼,112.0258,pale green,🔴,,112.0258
00173,112.0266,raspberry,BabyCotton/0266,10,,,,112,베이비 코튼,10,1.00 ,양호,🟢,2,7,,베이비 코튼,112.0266,raspberry,🟢,,112.0266
01251008,112.0309,light salmon,BabyCotton/0309,16,,,,112,베이비 코튼,10,1.60 ,양호,🟢,2,7,,베이비 코튼,112.0309,light salmon,🟢,,112.0309
02205006,112.0358,pistache,BabyCotton/0358,26,25 SS,,,112,베이비 코튼,10,2.60 ,여유,🔵,2,7,,베이비 코튼,112.0358,pistache,🔵,,112.0358
01251024,786.0013,pink/blue,BabyCottonColor/0013,36,생산종료,,,786,베이비 코튼 컬러,10,3.60 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0013,pink/blue,🔵,,786.0013
03052002,786.0025,navy/lilac/sage,BabyCottonColor/0025,9,생산종료,,,786,베이비 코튼 컬러,10,0.90 ,낱볼,🔴,2,8,,베이비 코튼 컬러,786.0025,navy/lilac/sage,🔴,,786.0025
01251026,786.0028,yellow/salmon,BabyCottonColor/0028,0,,,,786,베이비 코튼 컬러,10,0.00 ,품절,❌,2,8,,베이비 코튼 컬러,786.0028,yellow/salmon,❌,,786.0028
01251027,786.0034,blue,BabyCottonColor/0034,28,생산종료,,,786,베이비 코튼 컬러,10,2.80 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0034,blue,🔵,,786.0034
03052003,786.0049,yellow/green/dusky pink,BabyCottonColor/0049,4,,,,786,베이비 코튼 컬러,10,0.40 ,낱볼,🔴,2,8,,베이비 코튼 컬러,786.0049,yellow/green/dusky pink,🔴,,786.0049
01251028,786.0050,multicolour,BabyCottonColor/0050,20,,,,786,베이비 코튼 컬러,10,2.00 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0050,multicolour,🟢,,786.0050
01251031,786.0054,salmon,BabyCottonColor/0054,31,생산종료,,,786,베이비 코튼 컬러,10,3.10 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0054,salmon,🔵,,786.0054
01251033,786.0056,multicolour/orange,BabyCottonColor/0056,16,,,,786,베이비 코튼 컬러,10,1.60 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0056,multicolour/orange,🟢,,786.0056
01251034,786.0057,rainbow,BabyCottonColor/0057,14,,,,786,베이비 코튼 컬러,10,1.40 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0057,rainbow,🟢,,786.0057
01251036,786.0074,atlantic,BabyCottonColor/0074,39,생산종료,,,786,베이비 코튼 컬러,10,3.90 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0074,atlantic,🔵,,786.0074
03052004,786.0079,turguoise/pink/yellow,BabyCottonColor/0079,10,,,,786,베이비 코튼 컬러,10,1.00 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0079,turguoise/pink/yellow,🟢,,786.0079
02066160,786.0146,lilac/berry/apricot,BabyCottonColor/0146,10,26 SS,,,786,베이비 코튼 컬러,10,1.00 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0146(신상),lilac/berry/apricot,🟢,(신상),786.0146
03052005,786.0151,light blue/mustard yellow/rose,BabyCottonColor/0151,26,생산종료,,,786,베이비 코튼 컬러,10,2.60 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0151,light blue/mustard yellow/rose,🔵,,786.0151
02104029,786.0152,green/yeelow/brown,BabyCottonColor/0152,9,24 SS,,,786,베이비 코튼 컬러,10,0.90 ,낱볼,🔴,2,8,,베이비 코튼 컬러,786.0152,green/yeelow/brown,🔴,,786.0152
02104030,786.0153,rose/mint/orange,BabyCottonColor/0153,14,24 SS,,,786,베이비 코튼 컬러,10,1.40 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0153,rose/mint/orange,🟢,,786.0153
02104031,786.0154,blue/orange/rose,BabyCottonColor/0154,21,24 SS,,,786,베이비 코튼 컬러,10,2.10 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0154,blue/orange/rose,🔵,,786.0154
02066161,786.0162,burgundy/apricot/brown,BabyCottonColor/0162,10,26 SS,,,786,베이비 코튼 컬러,10,1.00 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0162(신상),burgundy/apricot/brown,🟢,(신상),786.0162
03052006,786.0165,fuchsia/red/rose,BabyCottonColor/0165,55,,,,786,베이비 코튼 컬러,10,5.50 ,여유,🔵,2,8,,베이비 코튼 컬러,786.0165,fuchsia/red/rose,🔵,,786.0165
02066162,786.0179,turquoise/purple/green,BabyCottonColor/0179,7,26 SS,,,786,베이비 코튼 컬러,10,0.70 ,낱볼,🔴,2,8,,베이비 코튼 컬러,786.0179(신상),turquoise/purple/green,🔴,(신상),786.0179
02066163,786.0197,olive/orange/light blue,BabyCottonColor/0197,10,26 SS,,,786,베이비 코튼 컬러,10,1.00 ,양호,🟢,2,8,,베이비 코튼 컬러,786.0197(신상),olive/orange/light blue,🟢,(신상),786.0197
03173019,786.0206,blue/light blue,BabyCottonColor/0206,0,,,,786,베이비 코튼 컬러,10,0.00 ,품절,❌,2,8,,베이비 코튼 컬러,786.0206,blue/light blue,❌,,786.0206
03173020,786.0213,yellow/lilac/turquoise,BabyCottonColor/0213,8,,,,786,베이비 코튼 컬러,10,0.80 ,낱볼,🔴,2,8,,베이비 코튼 컬러,786.0213,yellow/lilac/turquoise,🔴,,786.0213
02205064,1157.0001,ivory,BabyCottonNaturallyColored/0001,22,25 SS,,,1157,베이비 코튼 내추럴 컬러,10,2.20 ,여유,🔵,2,9,,베이비 코튼 내추럴 컬러,1157.0001,ivory,🔵,,1157.0001
02205065,1157.0002,light brown,BabyCottonNaturallyColored/0002,20,25 SS,,,1157,베이비 코튼 내추럴 컬러,10,2.00 ,양호,🟢,2,9,,베이비 코튼 내추럴 컬러,1157.0002,light brown,🟢,,1157.0002
02205066,1157.0003,dark brown,BabyCottonNaturallyColored/0003,20,25 SS,,,1157,베이비 코튼 내추럴 컬러,10,2.00 ,양호,🟢,2,9,,베이비 코튼 내추럴 컬러,1157.0003,dark brown,🟢,,1157.0003
